kalimat,label
calon gubernur jawa nomor urut program unggul rival kait buka lapang kerja juta ganjar situasi ekonomi buka lapang,0
burik yang burik panuan kutu jamur rang ajar,0
we jancuk ajar,1
amin rais himbau masyarakat salah pilih pimpin,0
jaman negeri kamis baju kotak seragam sekolah kristen jumat celana doang baju koko xfxfxx,0
najis pentaslo menang,0
bicara gampar,0
rizal ramli mayoritas masyarakat sempat jokowi,0
ikut intens lupa kunci butuh ganti presiden,0
maju gubernur sengsara rawan,0
orang baikdan anggap baikpaling munafik berpurabaikkarena yang penting buat,0
kristen prinsip agama yang indonesia kristen yang indonesia yang asing islam yang kental arab,0
copras calon presiden kowi periode babak bur,0
jokowi panggung jilatjilat prabowo dasar lintah,0
barusan motor yang klakson tubi lampu merah norak nnpas tau teman nndia chainknnaku,0
prabowo suka kampanye negatif kampung geli,1
presiden jokowi gubernur anton program selaras jalan hasan,0
the lie tju siswi kelas b katolik santo petrus istri ronaldo pardede siswa kelas a katolik santo petrus,0
dengar ulama kriminalisasi ulama lengser jokowi,0
yang banci bicara banci yang kasih duit bacot jelek gitunmadesu langsung xf,1
cina cina usir rusak kerja,0
bangsa indonesia sih etnis cina ahok,0
lihat bok pas papas buta budeknnlg nungguxexxa,1
enak om jawabannyanngmn bom debat sangka tinggal,0
kafir alquransitu sehat,0
dukung calon presiden suka jokowi prabowo yang atur menang pilih presiden,1
hebat ahok maaf bini yang ono kabur tahu aku ulama laku,0
dungu islam ajar amoral ansor agama islam posisi moral,1
owner seo adminnya hiring xcexbxcexbxcfxxdxbcxcfxxdxxcxxcexbxdxbcs,0
otak bolot,0
yang jelasjelas hidup prabowo anak soemitro bangsa,0
perek,1
pilih presiden yang orang tua negara,0
ahok nista agama politikus koruptor panggil urus hukum kilah sakit hatihati terus mati,0
tolol agama islam tahu orang orang,1
new post festival pesona tambora angkat eksotisme alam budaya dompu bima,0
bang kristen istri muslim strategi,0
presiden joko widodo jokowi buka kongres himpun mahasiswa katolik republik indonesia pesan konteks politik jaga kondisi kontestasi politik isi adu program gagas ra,0
cebong kasih fakta bilang dusta cebong kasih dusta bilang realita bikin gemesxfxfxx,0
cina kafir mahbangsat dasar komunis,0
rakyat kaum bani cebong,0
anjir cupu fik,0
kangen edan,0
mami kontol jari pusat akumungkin ngentot mamimami capai,1
kuliah maroko yang bilang anies super gubernur jaga asa enak bilang yang layak presiden,0
orangorang maha nan suci nnpenghina presiden lepas umur tahan cinannkalau tahan perintah su,0
salah amp,0
jodoh presiden pengantin wanita tajikistan sedih,0
resmi berkat gereja katolik hati kudus yesus batu gantung ambon,0
tot setan,1
wartawan selandia sial berita sial sebar konferensi pers dilakukanxexxa,0
citra luahprabowo tidur,0
subki albughury sosi dukung pilih kepala daerah damai kabupaten sinjai isu bohong ujar benci isu sarakalau,0
ngentot perempuan cantik hijab xfxfxxdnn partnn xexxa,1
saudara laki ciri cebong adu domba lugu nama cebong buzzer receh yang,0
detikcom buruburu tolak wacana pilih kepala daerah,0
nyata darul islam nyata isis propaganda politik,0
prabowo tua generasi muda yang jokowi muda bagai pulau,0
mohon pilih presiden pilih jokowi like prabowo rt,0
berani sepertinyaminoritas balas milik tuhan allah,0
shopee kampang,1
bu pustaka orang bisu bu nak dieman yang suara,1
baca banding modal hasil panjang dasar antek asing,0
tugas prakarya seni budaya,0
kolam setia,0
yumari songsong presiden,0
bani ngepost milik orang nik,0
cebong senang lihat jaya jahat kelamin anis sirik yang parah junjung puji habis habis buruk,1
busuk mawati agama islam takut sendiringejala gila nenek,1
salah obyek vital yang aman lemah gedung sah yang sasar bom bunuh amin doa kabul xfxfxx,0
jalan platform yandi jalannbom gede,0
orang katolik,0
cacat,1
roti setia nikah,0
luhut bajing,0
me every malu hilang jijik danta hilang,0
terusnalus puji butut butut,0
sabar adik kunyuk yang bau sempak kuda,1
tuhan iblis iblis tuhan agama onta,0
ibu kami,0
propaganda perang propaganda jual utama cina,0
ngentot,1
pesan presiden joko widodosaya negara indonesia kuat ulama iring lengkap pesan presiden simak video,0
tertawa baris cebong sakit hati isu saracen aniessandi gagal lantik,0
prabowo busuk rizieq anies fahri kumpul sampah negara laku sampah,0
bak orang indonesia pelabur wujud peluang pelabur jajah ekonomi kesal ubah,0
hindu nusantarabudha nusantarakhonghucu nusantarakristen nusantarswhats argumen prof amp guyonxfxfxx,0
orang didik pikir ekonomi ekonomi bangun,0
buzzer idiot,1
dengar suara bom guntur geledek petir gunung letus dengar suara tangis buat apaapan,0
jabar bicara toleransi muzakarah jabar,0
manusia otak dungu yang teriakteriak bubar buku baca bodoh otak kosong mulut,1
kisah emis yahudi butaxfxfxxa,0
laksana presiden jokowi promosi gencar presiden promosi asi games gencar,0
cebong jago bikin sebar isu bohong,0
masyarakat desa daya tiada batas tingkat hidup roda ekonomi mikro desa salam daya desa sengonprambanan,0
ramerame antek komunis opini abur bangkit,0
isu zainul majdi isu satu kuat ekonomi umat rakyat budaya pancasila,0
gelap gelap malam gelap mata buta gelap otak tiada ilmu gelap hati tiada agama gelap hidup tiada kerja,1
revisi hukum pidana masuk klausul sukarela butuh indonesia gencar promosi surga wisata internasional nyata pagar,0
rpgpedia gubernur jaman now rakyat pilih nomor salam,0
woi bolot,0
bicara yang remeh temeh kalajengking oposisi nyinyir sendirikrn dosen lakubacot gede hasil karya anak asuh mayor dungu,1
keanekaragaman budaya suku agama sungguh kaya djarot hadap serta kota,0
pasar tukang jual pisang abang gara gara dukung lgbt haduhxexxa,0
tipe andal cebong muas syahwat,0
ajak muslim cari muhammad enak cocok penis bangsa susah,1
dungu sen alun guenlu forward berita analisankelompok homo yang cerdas,1
bani bantah danga dungu,1
improvisasi lagual tafsirmasak susah gituanmurotal improvtilawatil improvraut muka tafsircara kentut tafsircara ngentot tafsircara kawin tafsirngaji yang,1
moga orang wajah yang seri,0
panik yang ganti presiden calon ups buat pimpin koruptor tangkap ganti presiden,0
harus thread jam kerja jam kilang jahanam,0
indonesia hormat kemarin romannye antek asing,0
usir pasang asingcina,0
fuhbila orang cadang nak tutup tahfiznmaka berbondongbondong manusia melayu kutuk habishabisan agama islam katanyatapi tengok rupa lalak yahudi lagisiap live kat langit kat zouksola,0
aliano,0
cipta presiden wakil,0
swasta katoliknnyoi tk swasta katolik ketemu teman situ,0
muncul antek antek berani muncul terangterangan mudahmudah perintah tinggal diam,0
su pin siswi kelas c katolik santo petrus istri ronaldo pardede siswa kelas a katolik santo petrus,0
kualitas bayar mar gratis mending antena indosar xfxfxxa,0
kandung ekstrak lidah setia kandung alkoholn milik manisn reaksi obat aman anak amp,0
islam indonesia dialog budaya alas dasar islam mudah kembang islam budaya tentang,0
onta akuxfxfxx,0
khawatir adik tsamara yang takut antusiasme rakyat merosot lihat kader partai rakyat tarik lihat psi trust yang hil,0
asa walubi umat indonesia yang usir bantai,0
gilir ambruk plongo ayam kena tetelo,0
beda kristen agama lainsiapa yang percaya yesus tuhan mk terima roh kudussbg tolong hibur kuat,0
presiden soeharto resmi museum,0
adik,0
yang percaya akun ininnxexexa nxexexa wa nnawal percaya buatncamsex detik pas suruh nekonnxexacxni muka monyet xexacx,0
bicara sains youtube eksperimen youtube yang modifikasi buat geblek,0
presiden jokowi launching bandara kertajati mei,0
polisi selidik presiden unsur pidana,0
kristen teman yang terap hidup beda kristen yang indonesia daerah lainnjadi kultur budaya nusantara yang agam kolaborasi agamak,0
jokowi serah ganti jokowi lengser jokowi,0
bahan tertawa anak indonesia omong kader bunyi yang jokowi khayal kader partai rakyat yang peduli,0
umat islam bodoh fiksi alas salman rusdhi the asal bodoh fiksi angan tuju bela nara,0
homo yang sial bajing goblokkalau gian amput anjing jalan tusemoga terima balas,1
ajak anakanak ledak bom muncul orang paham islam tindak jin aman abdurrahman,0
pacar bowie cece banci salon banci tampilnxfxfxaxa,1
zon bilang kampang,1
alah,0
memek,1
babang kontol jembut rimbun coli bikin xfxfxxb xexxa,1
situ oleholeh onta salam kenal dav,0
bubar biar leluasa koruptor kaya,0
susah bang jawa pegang jokowi antek,0
rezim orang berani tampil layar kaca mohon ambil tindak,0
otoriter bukti ott partai politik tangkap,0
dosa rumah privasi tuhan nntapi budaya yang tuju dengan sistem keluarga normal manusianntolak budaya lgbt xfxfxfxbxef,0
cebong badut uang receh galak mainxfx,0
berkat aji berkat ajar ilmu kembang kafir lukman,0
heran budaya indonesia orang arteria fahri fadli yang jual teater terus berita kamera cari teater sengaja insentif monyet,0
cepat ekor changbin dibully titit darah habis,1
cina non muslim yang bantai cina usir,0
salah,0
fed welln memotivasin jarang biasn merch gampang lumayan murcenn bilang lesbin cowok cantik,0
abang lantas sebut orang yang agama islam sebut non muslim terima aneh rezim zaman yang inti,0
orang islam bunyi pidato jokowi sesuai ayat allah ubah nasib kaum ubah ganti presiden rakyat yang ganti tuhan ganti hendak rakyat,0
asa kemarin axis aman rumah minggu kacau kali jaring,0
enak bego dituduhtuduh yang,1
otak taruh taruh congor,1
dakwa nista agama alias ahok babi jamban uang rakyat jakarta,1
bom gimanajauh takut,0
yakin gabung sokong kesan tolong tolong nikmat usaha bangsa agama negara sokong pakat harap,0
kitab sampah bahaya kacau,0
gila yang jual pc jucan wkwkkwnedan,1
sadar lepas sepatu kaos kaki bau ambu silit,1
najis sok galak,0
sekalikali surga orangorang yahudi nasrani anganangan kosong belaka qs,0
mata sipit yang bilang macam but just love my eyes much,0
bubar kpksama bodoh,0
kontol,1
bisu buang malu kepala tembus peluru,1
yang taeyong nct hujat please dapat gede banding member yang istirahat lihat xexxaxexxaxexxaxexxa,0
buka mata lihat bicara bodohin,0
islam larang kaum lelaki rupa kaum wanita pakai hias perilaku,0
ayat alquran jadi hujah ulama haram pilih muslim wakil rakyat teliti rujuk orang kafir musuh islam anut,0
hai mahasiswa indonesia hadiah lipstik kolor kakek tukang,0
kelakar klaka pon cerita cinta monyet tengah xfxfxaxa,0
xcxab setia,0
dukung rejim periode ceramah wawancara,0
anak pmr calon dokter cupu,0
anggota pamer dungu biadab islam merintahkan penggal kafir laksana bilang ham,1
hina keluarga jokowi langsung ciduk gilir hina prabowo,0
bani dukung siwanbango bego,1
bincang akhir presiden,0
silvy silvy cacing,0
ayo kawan berangkatnnaek delman ontaxfxfxx,0
gubernur patuh lapor,0
bukti radikal bukti orasiorasinya fitnah caci maki pemerintahpolri ulamakyaikyai dasar otak bebek purapura buta tuli isi otak junj,1
maksud jor joran pinjam ajaib rebut simpati rakyat yang bombardir media freepomilik indonesia got sulit goreng transformasi rezim main teknologi got tin,0
jam jalan bang adem xfxfxxcnnwkwkwk onta xfxfxaxa,0
bahas islam rusak nilai kuat karakter revitalisasi didik nilai,0
bagusnanti pakai petisi lengser jokowi,0
moga etnis cina indonesia duduk perintah,0
monyet mati,0
pandai pandai sembunyi bangkai cium bau xfxfxxa,0
islam kitab suci,0
yang raja salman citra,0
edukasi manusya udik,0
muslim katolikbudhahindu kristenjawasumatrapapua muslim jawa pancasila konsekuensi orang indonesia,0
tololapa hubung rumahtanggaurus kerjaanmugk cakapkamu menteri pecatjd gubernurmalah jakarta karuansebentar hancur jakarta,0
bi dorong biaya bangun,0
berkah mohon perhati sektor dunia usaha sulit takut mohon presiden yang rasa hambat polisi suka ganggu,1
nncowo burung nada nnsiapa transgender indonesia yang nyanyi,0
indonesia jajah cina,0
bubar butuh,0
tertawa gampar,0
timbang kadar iman timbang sayur kadar iman yang bawa bunga makam diri sosialis komunis,0
cocot cocot cocot,0
ngewe,1
januari bilang antisuharto gera komunis,0
sok bijak mata lihat bobrok hukum rakyat nilai bego lihat,1
burma teroris,0
yang bego tertawa,1
trigger bani onta,0
mantan one thing bout her yang suka mulut filter jujur,1
gemar amp,0
kampang fandom,1
onta nyaxfxfxxa,0
orang bawa bom aku pol kali pakhehe kabar ronald,0
akhlak mulia presiden temu kiai pinisepuh gulung lengan kemeja hormat tabik,0
ios,0
demo jokowi palkjihun dunia,0
udik,0
muak yang fitnah prabowo,0
kota salatiga jawa kristen salatiga,0
jokopretsetaniblisdajjal bangkit kubur gembira pesta pora belenggu,0
marak orgxcxb sipit indonesia alih hatixcxblah syiah rafidhah biang kerok pemberontakankudeta negaraxcxb muslim dunia,0
ketua dorong inspirasi kreatif perintah sesuai budaya pancasila,0
gubernur ahmad heryawan ukir sejarah bandara super megah kertajati bangun biaya mandiri murni kelola sejarah infrastruktur indonesia,0
kristen nusantara alir kristen gera cegah radikalisme hal nu biar nu main tunggal cegah radikalisme cinta ter,0
tai,1
lt bertanyatanya hidup sampaisampai temu pria asing nndi samping nada bicara sang teruna angie senang pria panggil non erti,0
jago bakar isu komunis,0
waspada indikasi mobilisasi massa tamasya pilih kepala daerah temu brebes nkk anggota keluarga,0
joko populer pronas ahok now proyek selesai yang ruas utama yang cebong bodoh ani,0
bilang suami cengeng suka blok orang oke politis top mantan kafir nista agama laku takut liberal partisan ngehek,1
anak anjing kampang,1
bani sial bani kecebong pilih bani adam manusia,0
sial saudara laki siang,0
hai kunyuk prabowo subianto salah presiden memxexxa,1
presiden joko widodo putus realisitis kejar bangun proyek strategis nasional,0
rezim sales rezim tipu citra palsu,0
jijik baju pinknnpernah kaki mungil kaos kaki paha warna baju sepahannpas buka isi titit,1
sungguhrezim koplakindonesia sekaratumat muslim pilaholeh allah swtantara golong muslimin,0
jancuk,1
yang hijrah tutup koreng,0
pakai paksapaksa jokowi duduk prabowo anggur politikus kerja omong ngawur,0
musyrik neraka,0
damping jokowi harlah bandung cak imin jakarta pesawat presiden presiden join,0
teknis straight yang etisgua bilang mantan putus jalur yang salahhey saudara laki koksetelah mantan putusmantan gu,0
kaos laku isu maju,0
jokowi ahok tunda siapsiap,0
rela antre ribu lamar buru lowong kerja gedung,0
bahasa arab tuhan pancasila bahasa indonesia,0
debat hindar sejarah gereja catat pecah gereja konsili yerusalem tradisi yahudi ajar kristiani,0
tim sukses aniessandi sok jago,0
kabar bossboss partai dukung nmenterixexx perempuan komunis xfxfxaxaxfxfxaxannmungkin makan,0
cari yeoja yang chara seksi lonte suka spam pic yang ngentot rep like draxe,1
kicau tolol goblok tolol yang,1
bom,0
widjanarko abdi hidup seni budaya sosial,0
tahu prambanan candi hindu kelompok candi dieng candi ungar gedong borobudur candi kelompok sewu kalas mendut,0
wangi mbak kunti,0
bong dungu video detik langsung ambil simpul heran dungu kolam,1
yang budaya rencana april paling habis kontak jalan bareng,0
demo nasi bungkus baik gizi idiot,1
generasi tinja bahagia pimpin koar teriak anti jaman pilih kepala daerah selesai pilih kepala daerah ikut bela tinja enak,0
betulanak anak muncul ikut jejak bapak,0
sang maestro sang ri yang pintar pro otoriter,0
yang karno beliau jatuh daulat indonesia yang keras tolak modal asing,0
sa ramai yaknset kepala mata,0
babi plak caring babi hg reply lepas keluar brim good timing,1
untung aku komunis aku,0
bule rezim jokowi pilih saham angkat kaki bumi,0
palestina fakta november pbb tuju mandat britania raya palestina resolusi pbb dukung negara negara tolak netral wilayah tanah,0
inherit agama saudara laki nasib anak islam,0
bikin puyeng kepala prabowo amin rais om nadanada bicara bermutusama,0
ganyang dukung prabowo,0
sehat cacat,1
ku angkat senjata kuasa desa singgahanmarkas indonesia timur,0
takut tim komunis zionis pkip,0
senang saudara senang ajar hindu bal tambah wawasanndan karya karya prama tarik baca luas wawas,0
orang suka pecun postingan akun open bo xexxba,1
buang islam sakit baik manusia,0
etnis cina yang juang yang antek belanda,0
lele jamban yang kuning kuning,0
malam kepala bicara menteri agama rektor habib jindan bin novel aji indonesia indonesia budaya medan,0
bupati jember harap jfc semangat geliat ekonomi rakyat,0
musuh minion monster hutan assist dllnnambil ml atm sial xd,0
